Potential
77050.295627
77050.295627
75144.874265
75129.833180
75129.833180
75129.555214
75126.122157
75126.122157
75127.959075
75119.651765
75118.918795
75118.918795
75118.746007
75106.419444
75108.103864
75110.454870
75097.243426
75097.243426
75097.243426
75095.286651
75095.286651
75072.065861
75070.396820
75076.953938
75074.453565
75074.453565
75072.150158
75029.295573
75035.255761
75034.130311
75036.824907
75008.772639
74979.160798
74979.160798
74976.710329
74928.179223
74901.032317
74900.454539
74900.454539
74900.454539
74900.864101
74892.787647
74889.196008
74889.196008
74874.430370
74874.430370
74874.430370
74864.943448
74866.286860
74856.573860
74856.573860
74842.292873
74842.052975
74838.072270
74832.187618
74837.284427
74834.726387
74840.006613
74838.010011
74809.279552
74809.031707
74809.031707
74809.031707
74809.031707
74809.031707
74809.031707
74808.867267
74808.867267
74808.867267
74808.867267
74807.225921
74807.225921
74807.225921
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219641
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74807.219810
74802.985482
74802.985482
74802.985482
74802.985482
74811.426708
74810.587974
74810.587974
74810.587974
74810.587974
74810.587974
74810.587974
74810.587974
74804.234554
74804.234554
74804.234554
74805.455525
74805.455525
74806.385233
74806.385233
74806.385233
74806.385233
74802.650576
74801.402781
74800.166525
74800.166525
74800.166525
74800.166525
74800.166525
74800.166525
74802.605052
74807.606116
74807.606116
74807.606116
74807.606116
74807.969831
74807.969831
74806.822982
74804.320212
74804.320212
74802.775111
74802.775111
74802.775111
74802.775111
74802.657466
74803.099385
74803.099385
74803.099385
74803.099385
74803.292267
74803.292267
74803.292267
74803.063343
74803.063343
74806.016621
74805.251505
74805.251505
74805.251505
74801.726786
74801.726786
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74804.296905
74803.308223
74803.308223
74803.308223
74803.172545
74803.172545
74803.172545
74803.172545
